Code,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31
300869.SZ,0,2.3763,17.9993,12.1285,11.2767,0,9.0201,0,0,0,14.0363,0,6.4302,0,16.1531,0,0,3.8653,14.5981,9.2509,4.2882,2.9149,10.4418,7.2942,4.8697,0,15.4234,0,0,0,22.7919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300896.SZ,0,8.2886,31.8362,21.3304,13.6773,0,46.7634,0,22.4021,0,47.5093,0,0,0,46.1243,0,0,0,30.4333,0,0,0,29.9992,0,0,0,21.7414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300937.SZ,0,5.1740,98.3342,18.1730,13.7609,0,90.1143,0,0,0,117.0644,0,0,0,181.7656,0,0,0,324.8709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300981.SZ,0,4.3342,17.7881,0,6.9493,2.1165,7.4509,0,0,0,6.7574,0,3.4496,0,7.7613,0,3.1633,0,7.6694,0,3.7654,0,7.3788,0,3.2977,0,6.7662,0,3.4004,0,6.6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600055.SH,0,1.5997,5.4694,3.5204,2.2733,1.0844,3.6093,2.3065,1.4662,0.5580,3.2858,2.1614,1.3200,0.4667,3.8285,3.0169,1.8369,0.7241,4.5877,3.0253,1.9867,0.7304,4.1409,2.3441,1.5708,0.5442,3.5045,2.0793,1.3700,0.4382,3.5194,2.0817,1.4049,0.5383,3.2383,1.9556,1.2481,0.5029,2.9107,1.9453,1.1384,0.6162,3.2781,2.0054,1.4263,0.6076
600056.SH,0,0.7376,3.5385,2.5241,1.6451,0.6737,3.4352,2.4323,1.6084,0.8055,3.6431,2.4139,1.5925,0.8080,4.2742,2.7694,1.9088,0.9147,4.6197,3.1553,2.1184,1.0231,4.7205,3.0615,2.0839,0.9596,4.7138,3.1134,2.1684,1.0527,5.1549,3.4223,2.1081,1.0289,5.3495,4.0460,2.6001,1.3499,6.1561,4.2444,2.9674,1.4706,6.6896,4.4861,2.8978,1.4047
600090.SH,0,0.0826,0.3482,0.8364,0.7192,0.5483,1.3379,2.3235,1.5375,0.7649,3.6481,2.8956,1.8606,0.9790,4.3329,3.5926,2.4951,1.1680,8.1733,7.2709,4.5475,99.2985,345.7176,374.0677,204.0879,72.4505,148.0786,114.4563,69.3651,23.4649,137.9452,157.0300,104.8371,50.1880,259.8987,131.0405,271.0206,112.0500,305.1658,289.8393,183.4069,54.6933,193.8886,200.5657,155.7517,33.2654
600511.SH,0,1.1967,4.9328,2.4809,2.2311,0.7723,4.3011,3.0693,2.0798,1.0029,4.0946,3.0124,1.9913,0.9825,6.2118,4.3645,3.0686,1.3833,5.5527,3.9791,2.7944,1.4160,5.3412,3.9303,2.5782,1.3293,5.3978,4.1134,2.7496,1.4011,5.6290,4.1587,2.8798,1.4679,5.8401,4.2500,2.9597,1.4277,6.1884,4.6233,3.2247,1.5610,6.5988,4.6887,3.0410,1.6016
600529.SH,0,1.3134,6.5532,5.5328,3.6323,1.7032,7.5886,5.4376,3.5315,1.6786,6.6962,4.9511,3.1666,1.5281,5.6520,4.0559,2.6277,1.2669,4.9763,3.5620,2.3331,1.0917,4.2297,3.1125,2.0708,0.9421,4.0682,2.8263,1.9026,0.9235,3.9525,2.8614,1.9240,0.9365,4.1644,3.0456,2.0399,0.9468,3.9654,2.8829,1.9684,0.9777,4.2520,2.9603,2.0162,0.9931
600568.SH,0,0.8787,6.2928,4.2315,2.7077,1.0706,3.5042,1.5759,0.9285,0.4089,2.0258,1.5070,1.2713,0.7828,3.6924,1.9833,1.4384,0.9205,7.9963,5.0113,4.5613,1.1900,15.6092,4.0698,3.0912,1.4711,17.6366,8.9515,6.1747,2.7250,24.2535,10.4988,14.4421,12.1944,18.2150,15.2374,7.5731,3.4282,7.8205,3.3648,2.9717,1.2444,6.1020,4.6955,2.1768,0.5260
600587.SH,0,1.4682,5.0935,3.5639,2.1593,0.9461,4.5007,3.2769,2.1906,1.0548,5.1323,3.6124,2.3317,1.0933,5.1878,3.7140,2.4098,1.1199,4.5971,3.2395,2.0515,0.9713,4.5605,3.1342,2.1328,1.0151,5.0766,4.0214,2.6486,1.1564,5.5403,4.5674,3.1346,1.5468,6.1939,4.4554,2.9343,1.3845,6.0581,4.4817,2.9054,1.5153,5.7954,3.8876,2.5009,1.1354
600713.SH,0,1.1461,4.8665,3.3349,2.2860,1.0799,4.7309,2.7769,1.8861,0.9266,4.1049,2.7966,1.9894,0.9737,4.1354,2.7967,1.9497,0.9593,4.2772,2.9306,2.0505,1.0019,4.4808,3.1161,2.1330,1.0521,4.6869,3.1979,2.2622,1.0940,4.8855,3.4612,2.3831,1.2434,5.7364,3.7844,2.6761,1.3003,5.9134,4.0051,2.7255,1.3251,6.1716,4.5640,3.2348,1.5928
600721.SH,0,2.1762,0.6574,0.6317,0.7739,0.3604,1.1236,0.8499,0.5557,0.2996,2.4922,2.4303,1.5734,0.8702,3.7383,2.4129,2.1218,1.2521,5.6982,3.7288,2.4286,0.7768,6.8260,5.4836,3.8348,1.5066,11.3952,5.9894,4.5520,1.8337,13.3305,10.9087,9.2193,3.8817,15.2106,17.0747,8.0088,3.5716,20.2481,15.6711,9.4854,4.1849,27.4731,42.9149,38.6294,7.8408
600763.SH,15.3561,7.0124,34.0161,23.4777,12.1834,3.4082,35.4588,22.8673,14.1378,6.3016,33.7833,18.9451,13.5748,6.1393,39.6483,26.9311,19.5790,9.0604,58.1472,39.5082,30.4814,13.0381,79.2713,58.7014,35.1199,16.2888,84.6652,56.6177,33.0445,17.1381,78.4315,54.3543,31.2880,15.5451,77.3341,65.0351,36.0986,15.5480,79.4074,39.1632,24.3635,14.4782,73.2896,34.7367,27.1802,13.2787
600767.SH,0,0.3397,1.3847,0.5829,0.2546,0.1126,1.6932,0.9939,0.7281,0.1671,3.0561,1.6128,1.3489,0.4894,5.4738,2.5075,2.4591,0.4671,3.1101,1.2161,0.7404,0.1488,0.7027,0.2172,0.1248,0.0339,1.8780,1.3788,0.0680,0.0414,2.4630,2.1631,1.9999,1.3855,5.1412,0.5662,0.5376,0.0299,6.3131,9.2925,8.7011,5.1556,5.8861,7.6446,7.0716,3.1127
600829.SH,1.2806,0.6063,2.4059,1.7334,1.1248,0.5785,3.0005,2.2063,1.4820,0.7621,2.7641,2.0028,1.3069,0.6362,2.9452,2.2084,1.5167,0.7923,3.8246,2.9581,2.0740,1.0998,7.5008,5.5304,4.2768,2.6364,4.3635,2.8505,2.0021,1.4011,7.0460,3.0209,2.4610,1.4749,10.1589,6.9298,5.3184,2.6059,12.6176,7.4757,4.8627,3.1740,13.0909,8.4914,5.2040,2.8794
600833.SH,0,2.6353,12.8081,9.6321,7.3347,3.8697,10.8610,7.2924,4.8642,2.6194,9.0664,6.9648,4.6116,2.4771,11.3749,8.0159,5.6906,2.8389,11.9573,8.1600,5.6857,3.1070,11.4910,7.7993,5.6460,2.9877,10.9347,7.6542,5.2814,2.7843,11.5282,8.2533,6.0137,3.0609,12.2086,8.0817,5.6383,2.7901,11.6207,8.0615,5.7547,2.9041,13.1530,8.9546,7.4776,3.6641
600896.SH,0,1.5960,8.4605,7.8746,3.8716,0.9221,5.5609,3.7685,1.7780,0.7849,7.9237,8.3784,7.5259,25.0882,0,0,0,0,0,5.4478,3.4461,1.6424,7.3510,4.5050,2.8376,1.2802,7.1782,6.2565,3.6694,1.7991,8.4167,5.2898,4.0529,2.0078,9.1091,6.4601,4.7200,2.3617,12.9538,8.5901,7.3420,3.7360,15.7052,11.2012,7.5288,3.1505
600998.SH,0,1.1860,4.6201,2.9605,2.0989,1.1511,4.5611,3.1321,2.0821,1.1334,5.0047,3.4517,2.5075,1.2796,6.3792,4.2063,3.0611,1.5965,7.2960,4.5707,3.1284,1.5325,7.6893,4.7658,3.3920,1.7336,10.4590,5.9700,4.4658,2.2644,15.0868,7.2529,5.4380,2.7566,22.6405,9.5995,7.3105,3.5749,33.5055,10.6707,10.8033,4.4174,46.4372,0,14.6359,6.3835
601607.SH,0,0.9554,3.8349,2.7637,1.7978,0.8680,4.1694,3.0408,2.0590,1.0369,4.3271,3.1043,2.1100,1.0510,4.4604,3.2878,2.2387,1.1383,4.6892,3.3336,2.2815,1.1333,4.7792,3.4251,2.3147,1.1756,5.2612,3.6392,2.4472,1.2946,5.6300,3.9662,2.6999,1.3664,5.8661,4.0224,2.7685,1.4024,6.3101,4.2052,2.8940,1.5957,7.6179,5.1836,3.8446,1.9799
603108.SH,0,0.6379,2.4396,1.7016,1.0626,0.4652,2.7141,1.9485,1.2943,0.6111,2.7888,2.0327,1.3507,0.6561,3.0935,2.2425,1.5802,0.7100,2.8964,2.0321,1.4584,0.6919,3.4530,2.6183,1.7429,0.8016,4.1040,0,1.8436,0,4.2872,0,0,0,4.6271,0,0,0,4.3904,0,0,0,0,0,0,0
603127.SH,0,2.4508,11.0217,6.8790,3.4077,1.5165,8.8124,6.5548,4.5198,1.9137,12.5492,8.8876,5.0026,1.9727,13.7797,8.6286,5.5424,1.0934,14.2698,7.0950,0,0,10.5585,0,0,0,8.2984,0,0,0,8.6581,0,0,0,8.6610,0,0,0,0,0,0,0,0,0,0,0
603222.SH,2.6499,1.2333,4.8688,3.2410,2.0747,0.8230,4.4494,3.0562,2.0657,0.9544,4.0954,2.7865,1.8884,0.9349,4.1675,2.8788,1.9365,0.9057,3.5181,2.4561,1.6330,0.7693,3.6054,2.4623,1.6249,0.7959,3.2159,2.3363,0,0,3.3805,0,0,0,3.2495,0,0,0,2.6715,0,0,0,0,0,0,0
603233.SH,0,8.8002,37.0170,28.3661,19.2896,9.6752,35.2262,28.1832,17.9263,8.2267,33.8449,25.0173,16.5372,8.0214,32.7374,24.5842,16.8244,8.6154,39.4915,41.3054,26.6045,13.2173,48.7120,0,23.5328,0,48.8200,0,0,0,53.2731,0,0,0,55.8475,0,0,0,0,0,0,0,0,0,0,0
603259.SH,2.6900,1.3134,5.0097,3.6098,2.3150,1.1107,5.2207,3.7286,2.6209,1.3228,5.3535,3.9899,2.5224,1.2981,5.2274,3.8515,0,1.2418,4.3120,0,0,0,3.9429,0,0,0,4.0811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603301.SH,0,3.0141,20.0621,14.0615,7.4214,1.9934,5.8357,3.9303,2.7124,1.2422,6.2614,4.6793,3.0419,1.4719,7.1237,0,3.2500,1.6487,5.9073,0,0,0,5.8874,0,0,0,5.6725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603309.SH,0,2.4241,11.1395,7.9318,4.8515,1.8165,9.9973,7.6843,4.9595,2.3609,8.9771,6.3489,3.9715,1.7987,8.7342,6.0603,3.8325,1.7826,7.0330,5.0949,3.3111,1.5586,7.0879,5.0113,2.9686,1.4310,6.6184,0,2.9876,0,6.2783,0,0,0,5.4631,0,0,0,4.6598,0,0,0,0,0,0,0
603368.SH,0,0.5753,2.5367,1.7404,1.1783,0.5526,2.6973,1.8386,1.2677,0.6051,2.6564,1.8879,1.3008,0.6522,2.8215,1.9705,1.3430,0.6544,2.8847,2.0543,1.4372,0.6897,3.1448,2.1858,1.5317,0.7368,3.6019,2.5393,1.8012,0,3.9787,0,0,0,4.2292,0,0,0,3.7072,0,0,0,0,0,0,0
603387.SH,0,0.6125,3.2817,2.3922,1.5852,0.6324,6.3630,5.6362,4.0824,2.3259,12.4925,0,7.8462,4.0628,18.9616,14.2031,9.1420,4.5171,21.9580,16.0110,10.8714,0,17.9353,0,0,3.7141,16.0229,0,0,0,15.0265,0,0,0,7.6965,0,0,0,0,0,0,0,0,0,0,0
603392.SH,0,1.0032,4.9940,3.6581,2.7802,1.2311,5.4250,0,0,0,5.2257,0,2.3063,0,5.3052,0,0,0,5.6037,0,0,0,5.4741,0,0,0,5.3011,0,0,0,4.5074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603716.SH,0,0.3372,1.5998,1.0871,0.6400,0.2490,1.8360,1.3373,0.8641,0.3946,1.8445,1.3642,0.8682,0.4195,1.9656,1.3766,0.8806,0.4273,1.9830,1.4307,0.9721,0.5064,2.0607,0,0,0,2.0952,0,0,0,2.4666,0,0,0,2.3331,0,0,0,1.7864,0,0,0,0,0,0,0
603880.SH,0,1.3086,9.4701,7.5641,5.9069,0.8328,3.5610,2.5643,1.5900,0.7415,3.5725,2.6759,1.8715,0.9024,3.8844,2.8803,0,0.8314,3.4075,2.4855,0,0,3.1669,0,1.4427,0,3.4756,0,0,0,4.3490,0,0,0,4.0643,0,0,0,0,0,0,0,0,0,0,0
603882.SH,0,0.8740,3.8666,2.7273,1.6954,0.7030,3.6373,2.6047,1.7118,0.8174,3.7552,2.6456,1.7358,0.8127,4.0251,2.9065,1.9508,0.9997,4.6132,3.9191,0,0,4.6893,3.2606,0,0,4.8477,0,0,0,4.7832,0,0,0,4.1980,0,0,0,0,0,0,0,0,0,0,0
603883.SH,0,2.9621,12.5665,8.8717,6.0290,3.0564,11.5863,8.7998,5.6601,2.7680,10.8920,8.1783,5.4292,2.6925,10.9013,9.0077,5.7418,2.9290,12.2181,8.9028,5.9282,2.9791,12.4690,9.1953,6.7305,3.2984,13.6141,10.1052,0,0,13.9082,0,0,0,15.2675,0,0,0,15.3095,0,0,0,0,0,0,0
603939.SH,0,4.1909,16.6330,12.1865,8.1217,4.0697,15.1684,12.1132,8.1290,3.7117,14.6561,10.8433,8.0468,4.2104,16.4221,12.5083,8.3314,4.2109,17.3961,12.8419,8.3231,4.0013,19.5501,15.6188,10.7732,5.5494,23.5254,0,11.6794,0,26.5727,0,0,0,33.5112,0,0,0,33.1182,0,0,0,0,0,0,0
603987.SH,0,0.9378,4.2430,2.9961,2.0110,0.8491,4.5868,3.1575,3.2862,1.5794,7.0569,4.8172,3.2196,1.5633,6.4262,4.5412,2.9308,1.3366,5.6028,3.8719,2.5316,1.1431,5.4901,0,2.5377,0,5.6764,0,0,0,5.7173,0,0,0,5.6029,0,0,0,5.1740,0,0,0,0,0,0,0
605369.SH,0,1.6581,6.3698,5.0218,2.7075,0,5.4073,0,2.6345,0,5.3442,0,0,0,5.2549,0,0,0,4.6984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688013.SH,0,17.3508,69.0857,47.2962,35.5088,0,105.7806,0,0,0,71.9146,0,0,0,58.3419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688016.SH,0,3.4346,11.3283,7.8532,5.2095,2.6702,11.5771,9.2785,5.7087,0,9.8388,0,0,0,7.7762,0,0,0,6.6265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688026.SH,0,1.6776,6.6104,5.4582,4.0163,1.1695,3.6382,2.5720,1.5647,0.5431,3.5557,0,0,0,3.8727,0,1.8263,0,3.9287,0,1.6255,0,4.6935,0,2.5403,0,6.5696,0,0,0,7.1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688029.SH,0,1.7851,7.0687,5.1586,3.2933,1.5499,8.6345,6.4886,4.2652,0,8.1221,0,0,0,7.9387,0,3.7726,0,5.6673,0,0,0,4.2186,0,0,0,4.5939,0,0,0,3.8601,0,0,0,0,4.0493,2.6208,1.1747,6.7558,5.3825,3.4584,1.6317,11.1709,9.3200,5.4361,0
688050.SH,0,1.0865,4.1207,2.3752,1.4112,0.4471,3.7940,0,1.7448,0,3.1910,0,0,0,2.7688,0,0,0,2.2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688067.SH,0,3.9255,16.4630,0,6.4474,0,16.6541,0,8.2103,0,12.8064,0,5.8825,0,11.7825,0,5.8241,0,11.3559,0,5.5972,0,8.2073,0,3.5937,0,6.0892,0,2.8852,0,6.7140,0,0,0,6.3911,0,0,0,0,0,0,0,0,0,0,0
688068.SH,0,29.9342,15.8905,4.0006,2.4682,0.9823,6.5487,5.6596,3.5375,0,8.7294,0,0,0,10.4008,0,0,0,11.3385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688085.SH,1.1939,0.5624,2.1454,1.5848,0.9272,0.3209,2.6242,0,1.3570,0,2.9632,0,0,0,5.0016,0,0,0,8.9859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688108.SH,0,0.5237,4.4979,3.5805,2.3318,0.9518,5.3939,3.9032,2.5751,0,4.4029,0,0,0,3.7726,0,0,0,3.3635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688133.SH,0,1.0222,4.1545,2.6866,1.6850,0,4.9749,0,2.3765,0,6.1395,0,2.6403,0,6.0770,0,2.4904,0,5.6642,0,2.2984,0,6.1655,0,3.2812,0,6.5809,0,0,0,5.3644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688139.SH,0,3.2717,11.2777,10.1172,6.4031,2.3630,11.4184,8.0796,0,2.9978,15.7397,0,0,0,22.8873,0,0,0,43.7582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688198.SH,4.0510,1.7998,12.8200,11.2219,19.6377,39.2931,306.9579,175.8913,123.5437,0,253.0843,0,0,0,392.0073,0,0,0,490.5816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688202.SH,2.5717,1.2402,4.8692,3.2266,2.1311,0.8227,4.5223,3.5338,2.3664,0,4.6044,0,0,0,3.3615,0,0,0,3.8076,0,0,0,4.8491,0,0,0,3.8364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688222.SH,0,1.1605,5.1419,3.9982,3.1786,1.6318,9.1017,5.8787,4.4638,1.9967,10.7410,0,0,0,18.0143,0,0,0,6.0809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688277.SH,0,1.4006,4.4220,1.7556,1.0627,0.4100,5.1100,0,1.3758,0,3.8850,0,1.0412,0,5.1180,0,1.9172,0,2.0899,0,0.7009,0,0.9954,0,0.1030,0,2.0365,0,0,0,6.2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688289.SH,0,1.9794,13.4370,7.4044,4.9640,1.5262,2.0918,0,0,0,2.2108,0,0,0,1.9813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688298.SH,0,4.0325,9.2132,7.1203,4.9594,1.3611,5.2014,3.8874,2.4492,0,5.4274,0,0,0,5.2152,0,0,0,4.6876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688301.SH,3.0569,1.6624,4.8452,3.7895,2.2065,0,3.2424,0,0,0,4.1669,0,2.0655,0,5.5759,0,0,0,6.0288,0,0,0,6.8162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688314.SH,0,9.4686,40.5530,0,16.6841,0,32.9176,0,0,0,24.8681,0,0,0,18.8002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688315.SH,2.2137,1.0427,4.3183,0,1.5888,0,5.6160,0,2.7714,0,7.6706,0,3.9115,0,10.4426,0,0,0,15.6361,0,0,0,23.3726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688338.SH,0,2.5922,11.4850,8.8194,5.0588,0,12.9836,0,7.1744,0,14.4462,0,0,0,18.3213,0,0,0,27.2933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688358.SH,1.4568,0.6610,2.8595,2.0180,1.2797,0.6406,4.6533,3.9453,2.6047,0,6.9355,0,0,0,8.0755,0,0,0,6.6732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688366.SH,0,1.0943,3.7244,2.5547,1.5021,0.4551,4.1861,3.1186,2.0336,0,4.3636,0,0,0,4.7951,0,0,0,3.6624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0463,0,11.3481,0,0,0,9.1115,0,0,0
688389.SH,14.2900,8.2924,51.0646,26.2459,25.9149,10.7476,38.9943,28.6645,21.3592,0,31.7699,0,0,0,80.8850,0,0,0,293.7665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688393.SH,0,0.5240,2.1200,1.5086,0.8828,0.2405,2.1276,0,0.9473,0,1.9621,0,0,0,1.8260,0,0,0,1.7537,0,0,0,0,0,0,0,0,1.2704,0,0,1.7575,0,0,0,1.8631,0,0,0,1.6194,0,0,0,0,0,0,0
688399.SH,0,3.5854,17.9886,10.0400,7.7125,3.8519,10.6930,8.6492,5.5646,0,16.2826,0,0,0,20.3410,0,0,0,15.8805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688468.SH,0,3.5568,14.3530,0,6.0559,0,19.3426,0,0,0,18.2722,0,0,0,15.8897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688575.SH,0,1.1269,5.1037,0,2.2892,0,5.2245,0,0,0,5.2057,0,0,0,4.2223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688580.SH,10.0412,5.7024,54.7156,28.5482,19.2836,22.1870,472.4595,0,63.8205,0,516.8930,0,0,0,259.6764,0,0,0,78.7306,0,30.3446,0,66.0841,0,44.1411,0,54.5647,0,0,0,34.7684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688606.SH,0,1.4759,10.4828,8.6438,5.5049,0,3.9918,0,0,0,3.7881,0,0,0,4.6909,0,0,0,2.9386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688607.SH,0,1.4272,5.0276,3.3493,1.8278,0,3.9259,0,0,0,4.9864,0,0,0,5.1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688613.SH,0,2.0583,11.4170,0,2.3453,0,9.0357,0,0,0,5.9464,0,0,0,5.0984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688617.SH,0,4.1856,10.5625,7.6978,4.0469,0,11.1483,0,0,0,8.7290,0,0,0,5.1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688621.SH,0,1.6026,5.4755,3.6484,0,1.2639,3.5489,0,0,0,3.5982,0,0,0,1.9221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688626.SH,0,3.5461,22.1185,0,10.7219,0,26.2149,0,0,0,32.2180,0,0,0,50.0876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688656.SH,0,2.2062,8.9079,6.2736,3.8314,0,12.4579,0,0,0,12.3110,0,0,0,17.0202,0,0,0,18.1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688677.SH,0,1.3264,6.8588,5.3121,3.4803,0,8.0629,0,0,0,7.6393,0,3.3082,1.5382,9.2091,0,4.1105,2.4797,8.1934,0,3.2615,0,4.3521,0,1.7168,0,4.5227,0,0,0,3.6858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000403.SZ,0,0.9424,4.3542,3.4291,2.2049,1.0370,5.4683,4.3001,2.7842,1.3059,7.4669,5.5865,3.8975,1.8181,13.4951,13.1443,9.0889,7.7019,403.7639,289.2645,174.0746,102.9498,294.7377,204.6484,140.4397,54.3993,302.1269,253.6889,134.0181,72.2861,149.8802,85.4756,52.8495,26.4760,58.7999,46.3039,23.4525,14.9357,37.7191,21.9989,13.4612,10.1135,27.2448,21.5244,11.0885,6.4306
000518.SZ,0,0.5411,3.8710,2.8305,1.9283,1.0954,3.2584,2.2352,1.4311,0.5514,3.2691,2.4147,1.5726,0.7215,3.0158,2.4400,1.6495,0.8165,3.0256,2.1346,1.3474,0.6092,2.5907,1.7943,1.1741,0.5434,3.0720,2.1799,1.5411,0.9103,2.5005,1.6475,1.1337,0.5414,2.9732,2.0077,1.2125,0.6358,2.9412,1.9538,1.3038,0.6790,2.5570,1.6597,1.0373,0.5142
000661.SZ,3.5131,1.6177,7.6250,5.3933,3.7708,1.7319,9.1470,5.9476,4.3241,2.2785,8.5657,5.6506,3.9215,1.7479,8.3392,4.4079,3.0017,1.4523,7.2836,5.2115,3.3628,1.7790,7.2201,5.0105,3.3985,1.6033,7.4961,4.3374,3.0299,1.4667,8.0445,5.1695,3.8959,1.9267,8.7548,5.1737,3.6922,1.7304,7.7189,4.6606,3.2183,1.4554,7.6019,5.5898,3.6818,1.6271
000710.SZ,0,0.3035,1.6128,1.1245,0.7607,0.4262,2.1763,1.5408,1.0122,0.4895,2.4813,1.7891,1.1852,0.5853,3.9641,3.2269,1.6457,0.8794,3.5064,2.8832,1.8809,0.8926,4.0383,3.3401,2.1498,0.9790,5.5734,4.2934,2.9679,1.1592,5.2113,4.3182,2.8759,1.2570,5.7899,3.7927,2.6761,1.0940,6.3574,4.4940,3.9689,1.2295,6.2550,4.3289,3.2312,1.1287
002007.SZ,0,0.3898,3.6959,2.3938,1.6530,0.6611,3.9479,2.5354,1.7826,0.7830,3.8115,2.5411,1.5410,0.6992,4.4385,3.1281,2.3543,1.2242,9.3195,5.3660,4.6910,2.5427,10.5515,5.8472,4.2170,1.8949,7.6918,4.5140,3.2184,1.5821,7.5297,4.3694,3.0719,1.6049,6.6399,3.6337,2.7801,1.5137,5.6376,3.5141,2.2445,1.2921,6.4617,4.0543,2.8115,1.5362
002022.SZ,0,1.6021,5.6282,3.7128,2.1277,0.7876,4.0437,2.9727,1.9323,0.9106,4.5412,3.2189,2.3096,1.2154,5.6409,4.2116,3.1386,1.6983,6.1969,4.0740,2.7907,1.4755,5.6241,4.9233,3.2025,1.6263,7.6264,5.3248,3.7938,2.1027,8.9609,6.6386,4.4505,2.3549,9.1598,6.0434,3.9072,1.9737,8.4569,5.2813,3.6337,1.8936,8.6222,6.0702,3.3449,1.7684
