Code,Name,一级行业,二级行业,上市日期
600135.SH,乐凯胶片,基础化工,塑料及制品,1998/1/22
600143.SH,金发科技,基础化工,塑料及制品,2004/6/23
600444.SH,国机通用,基础化工,塑料及制品,2004/2/19
600589.SH,ST榕泰,基础化工,塑料及制品,2001/6/12
600989.SH,宝丰能源,基础化工,塑料及制品,2019/5/16
601208.SH,东材科技,基础化工,塑料及制品,2011/5/20
603002.SH,宏昌电子,基础化工,塑料及制品,2012/5/18
603212.SH,赛伍技术,基础化工,塑料及制品,2020/4/30
603266.SH,天龙股份,基础化工,塑料及制品,2017/1/10
603330.SH,上海天洋,基础化工,塑料及制品,2017/2/13
603519.SH,立霸股份,基础化工,塑料及制品,2015/3/19
603722.SH,阿科力,基础化工,塑料及制品,2017/10/25
603879.SH,永悦科技,基础化工,塑料及制品,2017/6/14
603928.SH,兴业股份,基础化工,塑料及制品,2016/12/12
603991.SH,至正股份,基础化工,塑料及制品,2017/3/8
605008.SH,长鸿高科,基础化工,塑料及制品,2020/8/21
605180.SH,华生科技,基础化工,塑料及制品,2021/4/30
688219.SH,会通股份,基础化工,塑料及制品,2020/11/18
688323.SH,瑞华泰,基础化工,塑料及制品,2021/4/28
688386.SH,泛亚微透,基础化工,塑料及制品,2020/10/16
688560.SH,明冠新材,基础化工,塑料及制品,2020/12/24
688585.SH,上纬新材,基础化工,塑料及制品,2020/9/28
688680.SH,海优新材,基础化工,塑料及制品,2021/1/22
000589.SZ,贵州轮胎,基础化工,橡胶及制品,1996/3/8
000599.SZ,青岛双星,基础化工,橡胶及制品,1996/4/30
002224.SZ,三力士,基础化工,橡胶及制品,2008/4/25
002381.SZ,双箭股份,基础化工,橡胶及制品,2010/4/2
002984.SZ,森麒麟,基础化工,橡胶及制品,2020/9/11
300320.SZ,海达股份,基础化工,橡胶及制品,2012/6/1
300547.SZ,川环科技,基础化工,橡胶及制品,2016/9/30
300587.SZ,天铁股份,基础化工,橡胶及制品,2017/1/5
300767.SZ,震安科技,基础化工,橡胶及制品,2019/3/29
600182.SH,SST佳通,基础化工,橡胶及制品,1999/5/7
600458.SH,时代新材,基础化工,橡胶及制品,2002/12/19
600469.SH,风神股份,基础化工,橡胶及制品,2003/10/21
600500.SH,中化国际,基础化工,橡胶及制品,2000/3/1
601058.SH,赛轮轮胎,基础化工,橡胶及制品,2011/6/30
601163.SH,三角轮胎,基础化工,橡胶及制品,2016/9/9
601500.SH,通用股份,基础化工,橡胶及制品,2016/9/19
601966.SH,玲珑轮胎,基础化工,橡胶及制品,2016/7/6
603033.SH,三维股份,基础化工,橡胶及制品,2016/12/7
603580.SH,艾艾精工,基础化工,橡胶及制品,2017/5/25
002195.SZ,二三四五,计算机,产业互联网,2007/12/12
300033.SZ,同花顺,计算机,产业互联网,2009/12/25
300059.SZ,东方财富,计算机,产业互联网,2010/3/19
300226.SZ,上海钢联,计算机,产业互联网,2011/6/8
601360.SH,三六零,计算机,产业互联网,2012/1/16
601519.SH,大智慧,计算机,产业互联网,2011/1/28
603613.SH,国联股份,计算机,产业互联网,2019/7/30
000158.SZ,常山北明,计算机,计算机软件,2000/7/24
000555.SZ,神州信息,计算机,计算机软件,1994/4/8
000948.SZ,南天信息,计算机,计算机软件,1999/10/14
002063.SZ,远光软件,计算机,计算机软件,2006/8/23
002065.SZ,东华软件,计算机,计算机软件,2006/8/23
002230.SZ,科大讯飞,计算机,计算机软件,2008/5/12
002232.SZ,启明信息,计算机,计算机软件,2008/5/9
002253.SZ,川大智胜,计算机,计算机软件,2008/6/23
002261.SZ,拓维信息,计算机,计算机软件,2008/7/23
002279.SZ,久其软件,计算机,计算机软件,2009/8/11
002280.SZ,联络互动,计算机,计算机软件,2009/8/21
002308.SZ,威创股份,计算机,计算机软件,2009/11/27
002331.SZ,皖通科技,计算机,计算机软件,2010/1/6
002362.SZ,汉王科技,计算机,计算机软件,2010/3/3
002368.SZ,太极股份,计算机,计算机软件,2010/3/12
002373.SZ,千方科技,计算机,计算机软件,2010/3/18
002380.SZ,科远智慧,计算机,计算机软件,2010/3/31
002401.SZ,中远海科,计算机,计算机软件,2010/5/6
002405.SZ,四维图新,计算机,计算机软件,2010/5/18
002421.SZ,达实智能,计算机,计算机软件,2010/6/3
002474.SZ,榕基软件,计算机,计算机软件,2010/9/15
002609.SZ,捷顺科技,计算机,计算机软件,2011/8/15
002642.SZ,荣联科技,计算机,计算机软件,2011/12/20
002657.SZ,中科金财,计算机,计算机软件,2012/2/28
002777.SZ,久远银海,计算机,计算机软件,2015/12/31
002970.SZ,锐明技术,计算机,计算机软件,2019/12/17
002987.SZ,京北方,计算机,计算机软件,2020/5/7
002990.SZ,盛视科技,计算机,计算机软件,2020/5/25
003005.SZ,竞业达,计算机,计算机软件,2020/9/22
003029.SZ,吉大正元,计算机,计算机软件,2020/12/24
003040.SZ,楚天龙,计算机,计算机软件,2021/3/22
300002.SZ,神州泰岳,计算机,计算机软件,2009/10/30
300010.SZ,豆神教育,计算机,计算机软件,2009/10/30
300020.SZ,银江股份,计算机,计算机软件,2009/10/30
300036.SZ,超图软件,计算机,计算机软件,2009/12/25
300047.SZ,天源迪科,计算机,计算机软件,2010/1/20
300075.SZ,数字政通,计算机,计算机软件,2010/4/27
300078.SZ,思创医惠,计算机,计算机软件,2010/4/30
300085.SZ,银之杰,计算机,计算机软件,2010/5/26
300096.SZ,易联众,计算机,计算机软件,2010/7/28
300098.SZ,高新兴,计算机,计算机软件,2010/7/28
300150.SZ,世纪瑞尔,计算机,计算机软件,2010/12/22
300166.SZ,东方国信,计算机,计算机软件,2011/1/25
300167.SZ,迪威迅,计算机,计算机软件,2011/1/25
300168.SZ,万达信息,计算机,计算机软件,2011/1/25
300177.SZ,中海达,计算机,计算机软件,2011/2/15
300188.SZ,美亚柏科,计算机,计算机软件,2011/3/16
300209.SZ,天泽信息,计算机,计算机软件,2011/4/26
300212.SZ,易华录,计算机,计算机软件,2011/5/5
300229.SZ,拓尔思,计算机,计算机软件,2011/6/15
300231.SZ,银信科技,计算机,计算机软件,2011/6/15
300245.SZ,天玑科技,计算机,计算机软件,2011/7/19
300250.SZ,初灵信息,计算机,计算机软件,2011/8/3
300253.SZ,卫宁健康,计算机,计算机软件,2011/8/18
300271.SZ,华宇软件,计算机,计算机软件,2011/10/26
300277.SZ,海联讯,计算机,计算机软件,2011/11/23
300287.SZ,飞利信,计算机,计算机软件,2012/2/1
300288.SZ,朗玛信息,计算机,计算机软件,2012/2/16
300290.SZ,荣科科技,计算机,计算机软件,2012/2/16
300300.SZ,海峡创新,计算机,计算机软件,2012/3/19
300311.SZ,任子行,计算机,计算机软件,2012/4/25
300339.SZ,润和软件,计算机,计算机软件,2012/7/18
300348.SZ,长亮科技,计算机,计算机软件,2012/8/17
300352.SZ,北信源,计算机,计算机软件,2012/9/12
300365.SZ,恒华科技,计算机,计算机软件,2014/1/23
300366.SZ,创意信息,计算机,计算机软件,2014/1/27
300367.SZ,ST网力,计算机,计算机软件,2014/1/29
300377.SZ,赢时胜,计算机,计算机软件,2014/1/27
300378.SZ,鼎捷软件,计算机,计算机软件,2014/1/27
300379.SZ,东方通,计算机,计算机软件,2014/1/28
300380.SZ,安硕信息,计算机,计算机软件,2014/1/28
300386.SZ,飞天诚信,计算机,计算机软件,2014/6/26
300399.SZ,天利科技,计算机,计算机软件,2014/10/9
300419.SZ,浩丰科技,计算机,计算机软件,2015/1/22
300440.SZ,运达科技,计算机,计算机软件,2015/4/23
300448.SZ,浩云科技,计算机,计算机软件,2015/4/24
300449.SZ,汉邦高科,计算机,计算机软件,2015/4/22
300451.SZ,创业慧康,计算机,计算机软件,2015/5/14
300465.SZ,高伟达,计算机,计算机软件,2015/5/28
300468.SZ,四方精创,计算机,计算机软件,2015/5/27
300469.SZ,信息发展,计算机,计算机软件,2015/6/11
300496.SZ,中科创达,计算机,计算机软件,2015/12/10
300513.SZ,恒实科技,计算机,计算机软件,2016/5/30
300520.SZ,科大国创,计算机,计算机软件,2016/7/8
300523.SZ,辰安科技,计算机,计算机软件,2016/7/26
300525.SZ,博思软件,计算机,计算机软件,2016/7/26
300532.SZ,今天国际,计算机,计算机软件,2016/8/18
300541.SZ,先进数通,计算机,计算机软件,2016/9/13
300542.SZ,新晨科技,计算机,计算机软件,2016/9/20
300546.SZ,雄帝科技,计算机,计算机软件,2016/9/28
300550.SZ,和仁科技,计算机,计算机软件,2016/10/18
300556.SZ,丝路视觉,计算机,计算机软件,2016/11/4
300559.SZ,佳发教育,计算机,计算机软件,2016/11/1
300561.SZ,汇金科技,计算机,计算机软件,2016/11/17
300579.SZ,数字认证,计算机,计算机软件,2016/12/23
300588.SZ,熙菱信息,计算机,计算机软件,2017/1/5
300598.SZ,诚迈科技,计算机,计算机软件,2017/1/20
300605.SZ,恒锋信息,计算机,计算机软件,2017/2/8
300608.SZ,思特奇,计算机,计算机软件,2017/2/13
300609.SZ,汇纳科技,计算机,计算机软件,2017/2/15
300624.SZ,万兴科技,计算机,计算机软件,2018/1/18
300634.SZ,彩讯股份,计算机,计算机软件,2018/3/23
300663.SZ,科蓝软件,计算机,计算机软件,2017/6/8
300674.SZ,宇信科技,计算机,计算机软件,2018/11/7
300678.SZ,中科信息,计算机,计算机软件,2017/7/28
300682.SZ,朗新科技,计算机,计算机软件,2017/8/1
300730.SZ,科创信息,计算机,计算机软件,2017/12/5
300803.SZ,指南针,计算机,计算机软件,2019/11/18
300830.SZ,金现代,计算机,计算机软件,2020/5/6
300845.SZ,捷安高科,计算机,计算机软件,2020/7/3
300935.SZ,盈建科,计算机,计算机软件,2021/1/20
300996.SZ,普联软件,计算机,计算机软件,2021/6/3
600131.SH,国网信通,计算机,计算机软件,1998/4/2
600271.SH,航天信息,计算机,计算机软件,2003/7/11
600446.SH,金证股份,计算机,计算机软件,2003/12/24
600455.SH,博通股份,计算机,计算机软件,2004/3/29
600476.SH,湘邮科技,计算机,计算机软件,2003/12/10
600536.SH,中国软件,计算机,计算机软件,2002/5/17
600570.SH,恒生电子,计算机,计算机软件,2003/12/16
600571.SH,信雅达,计算机,计算机软件,2002/11/1
600602.SH,云赛智联,计算机,计算机软件,1990/12/19
600718.SH,东软集团,计算机,计算机软件,1996/6/18
600728.SH,佳都科技,计算机,计算机软件,1996/7/16
600756.SH,浪潮软件,计算机,计算机软件,1996/9/23
600797.SH,浙大网新,计算机,计算机软件,1997/4/18
603039.SH,泛微网络,计算机,计算机软件,2017/1/13
603138.SH,海量数据,计算机,计算机软件,2017/3/6
603189.SH,网达软件,计算机,计算机软件,2016/9/14
603232.SH,格尔软件,计算机,计算机软件,2017/4/21
603383.SH,顶点软件,计算机,计算机软件,2017/5/22
603636.SH,南威软件,计算机,计算机软件,2014/12/30
603869.SH,新智认知,计算机,计算机软件,2015/3/26
603918.SH,金桥信息,计算机,计算机软件,2015/5/28
603927.SH,中科软,计算机,计算机软件,2019/9/9
603990.SH,麦迪科技,计算机,计算机软件,2016/12/8
688004.SH,博汇科技,计算机,计算机软件,2020/6/12
688030.SH,山石网科,计算机,计算机软件,2019/9/30
688039.SH,当虹科技,计算机,计算机软件,2019/12/11
688051.SH,佳华科技,计算机,计算机软件,2020/3/20
688058.SH,宝兰德,计算机,计算机软件,2019/11/1
688066.SH,航天宏图,计算机,计算机软件,2019/7/22
688078.SH,龙软科技,计算机,计算机软件,2019/12/30
688083.SH,中望软件,计算机,计算机软件,2021/3/11
688088.SH,虹软科技,计算机,计算机软件,2019/7/22
688095.SH,福昕软件,计算机,计算机软件,2020/9/8
688109.SH,品茗股份,计算机,计算机软件,2021/3/30
688201.SH,信安世纪,计算机,计算机软件,2021/4/21
688228.SH,开普云,计算机,计算机软件,2020/3/27
688229.SH,博睿数据,计算机,计算机软件,2020/8/17
688258.SH,卓易信息,计算机,计算机软件,2019/12/9
688318.SH,财富趋势,计算机,计算机软件,2020/4/27
688329.SH,艾隆科技,计算机,计算机软件,2021/3/29
688365.SH,光云科技,计算机,计算机软件,2020/4/29
688369.SH,致远互联,计算机,计算机软件,2019/10/31
688500.SH,慧辰股份,计算机,计算机软件,2020/7/16
688555.SH,泽达易盛,计算机,计算机软件,2020/6/23
688579.SH,山大地纬,计算机,计算机软件,2020/7/17
688588.SH,凌志软件,计算机,计算机软件,2020/5/11
688777.SH,中控技术,计算机,计算机软件,2020/11/24
900901.SH,云赛B股,计算机,计算机软件,1992/2/21
000066.SZ,中国长城,计算机,计算机设备,1997/6/26
000938.SZ,紫光股份,计算机,计算机设备,1999/11/4
000977.SZ,浪潮信息,计算机,计算机设备,2000/6/8
000997.SZ,新大陆,计算机,计算机设备,2000/8/7
002152.SZ,广电运通,计算机,计算机设备,2007/8/13
002177.SZ,御银股份,计算机,计算机设备,2007/11/1
002212.SZ,天融信,计算机,计算机设备,2008/2/1
002268.SZ,卫士通,计算机,计算机设备,2008/8/11
002312.SZ,川发龙蟒,计算机,计算机设备,2009/12/3
002376.SZ,新北洋,计算机,计算机设备,2010/3/23
002439.SZ,启明星辰,计算机,计算机设备,2010/6/23
002512.SZ,达华智能,计算机,计算机设备,2010/12/3
002577.SZ,雷柏科技,计算机,计算机设备,2011/4/28
002766.SZ,*ST索菱,计算机,计算机设备,2015/6/11
002771.SZ,真视通,计算机,计算机设备,2015/6/29
002835.SZ,同为股份,计算机,计算机设备,2016/12/28
002866.SZ,传艺科技,计算机,计算机设备,2017/4/26
002869.SZ,金溢科技,计算机,计算机设备,2017/5/15
002912.SZ,中新赛克,计算机,计算机设备,2017/11/21
300042.SZ,朗科科技,计算机,计算机设备,2010/1/8
300074.SZ,华平股份,计算机,计算机设备,2010/4/27
300076.SZ,GQY视讯,计算机,计算机设备,2010/4/30
300130.SZ,新国都,计算机,计算机设备,2010/10/19
300202.SZ,*ST聚龙,计算机,计算机设备,2011/4/15
300248.SZ,新开普,计算机,计算机设备,2011/7/29
300249.SZ,依米康,计算机,计算机设备,2011/8/3
300270.SZ,中威电子,计算机,计算机设备,2011/10/12
300275.SZ,梅安森,计算机,计算机设备,2011/11/2
300297.SZ,蓝盾股份,计算机,计算机设备,2012/3/15
300302.SZ,同有科技,计算机,计算机设备,2012/3/21
300324.SZ,旋极信息,计算机,计算机设备,2012/6/8
300330.SZ,华虹计通,计算机,计算机设备,2012/6/19
300333.SZ,兆日科技,计算机,计算机设备,2012/6/28
300368.SZ,汇金股份,计算机,计算机设备,2014/1/23
300369.SZ,绿盟科技,计算机,计算机设备,2014/1/29
300455.SZ,康拓红外,计算机,计算机设备,2015/5/15
300458.SZ,全志科技,计算机,计算机设备,2015/5/15
300479.SZ,神思电子,计算机,计算机设备,2015/6/12
300531.SZ,优博讯,计算机,计算机设备,2016/8/9
300552.SZ,万集科技,计算机,计算机设备,2016/10/21
300645.SZ,正元智慧,计算机,计算机设备,2017/4/21
300659.SZ,中孚信息,计算机,计算机设备,2017/5/26
300743.SZ,天地数码,计算机,计算机设备,2018/4/27
300768.SZ,迪普科技,计算机,计算机设备,2019/4/12
300771.SZ,智莱科技,计算机,计算机设备,2019/4/22
300789.SZ,唐源电气,计算机,计算机设备,2019/8/28
300799.SZ,左江科技,计算机,计算机设备,2019/10/29
300807.SZ,天迈科技,计算机,计算机设备,2019/12/19
300941.SZ,创识科技,计算机,计算机设备,2021/2/9
600083.SH,*ST博信,计算机,计算机设备,1997/6/6
600100.SH,同方股份,计算机,计算机设备,1997/6/27
600601.SH,ST方科,计算机,计算机设备,1990/12/19
600654.SH,ST中安,计算机,计算机设备,1990/12/19
600734.SH,*ST实达,计算机,计算机设备,1996/8/8
600855.SH,航天长峰,计算机,计算机设备,1994/4/25
603019.SH,中科曙光,计算机,计算机设备,2014/11/6
603106.SH,恒银科技,计算机,计算机设备,2017/9/20
603496.SH,恒为科技,计算机,计算机设备,2017/6/7
603516.SH,淳中科技,计算机,计算机设备,2018/2/2
603528.SH,多伦科技,计算机,计算机设备,2016/5/3
603660.SH,苏州科达,计算机,计算机设备,2016/12/1
603890.SH,春秋电子,计算机,计算机设备,2017/12/12
688018.SH,乐鑫科技,计算机,计算机设备,2019/7/22
688023.SH,安恒信息,计算机,计算机设备,2019/11/5
688060.SH,云涌科技,计算机,计算机设备,2020/7/10
688086.SH,紫晶存储,计算机,计算机设备,2020/2/26
688100.SH,威胜信息,计算机,计算机设备,2020/1/21
688168.SH,安博通,计算机,计算机设备,2019/9/6
688188.SH,柏楚电子,计算机,计算机设备,2019/8/8
688208.SH,道通科技,计算机,计算机设备,2020/2/13
688288.SH,鸿泉物联,计算机,计算机设备,2019/11/6
688561.SH,奇安信-U,计算机,计算机设备,2020/7/22
000034.SZ,神州数码,计算机,云服务,1994/5/9
000606.SZ,ST顺利,计算机,云服务,1996/10/4
002072.SZ,*ST凯瑞,计算机,云服务,2006/10/18
002153.SZ,石基信息,计算机,云服务,2007/8/13
002410.SZ,广联达,计算机,云服务,2010/5/25
002649.SZ,博彦科技,计算机,云服务,2012/1/6
003007.SZ,直真科技,计算机,云服务,2020/9/23
300017.SZ,网宿科技,计算机,云服务,2009/10/30
300170.SZ,汉得信息,计算机,云服务,2011/2/1
300454.SZ,深信服,计算机,云服务,2018/5/16
300687.SZ,赛意信息,计算机,云服务,2017/8/3
300738.SZ,奥飞数据,计算机,云服务,2018/1/19
300846.SZ,首都在线,计算机,云服务,2020/7/1
300872.SZ,天阳科技,计算机,云服务,2020/8/24
300895.SZ,铜牛信息,计算机,云服务,2020/9/24
300925.SZ,法本信息,计算机,云服务,2020/12/30
600410.SH,华胜天成,计算机,云服务,2004/4/27
600588.SH,用友网络,计算机,云服务,2001/5/18
600751.SH,海航科技,计算机,云服务,1996/9/9
600845.SH,宝信软件,计算机,云服务,1994/3/11
600850.SH,电科数字,计算机,云服务,1994/3/24
603003.SH,龙宇燃油,计算机,云服务,2012/8/17
603881.SH,数据港,计算机,云服务,2017/2/8
605398.SH,新炬网络,计算机,云服务,2021/1/21
688111.SH,金山办公,计算机,云服务,2019/11/18
688118.SH,普元信息,计算机,云服务,2019/12/4
688158.SH,优刻得-W,计算机,云服务,2020/1/20
688316.SH,青云科技-U,计算机,云服务,2021/3/16
688568.SH,中科星图,计算机,云服务,2020/7/8
688590.SH,新致软件,计算机,云服务,2020/12/7
900926.SH,宝信B,计算机,云服务,1994/3/15
900938.SH,海科B,计算机,云服务,1996/4/30
000333.SZ,美的集团,家电,白色家电Ⅱ,2013/9/18
000521.SZ,长虹美菱,家电,白色家电Ⅱ,1993/10/18
000651.SZ,格力电器,家电,白色家电Ⅱ,1996/11/18
000921.SZ,海信家电,家电,白色家电Ⅱ,1999/7/13
002668.SZ,奥马电器,家电,白色家电Ⅱ,2012/4/16
200521.SZ,虹美菱B,家电,白色家电Ⅱ,1996/8/28
600336.SH,澳柯玛,家电,白色家电Ⅱ,2000/12/29
600690.SH,海尔智家,家电,白色家电Ⅱ,1993/11/19
600854.SH,春兰股份,家电,白色家电Ⅱ,1994/4/25
600983.SH,惠而浦,家电,白色家电Ⅱ,2004/7/27
002035.SZ,华帝股份,家电,厨房电器Ⅱ,2004/9/1
002508.SZ,老板电器,家电,厨房电器Ⅱ,2010/11/23
002543.SZ,万和电气,家电,厨房电器Ⅱ,2011/1/28
002616.SZ,长青集团,家电,厨房电器Ⅱ,2011/9/20
002677.SZ,浙江美大,家电,厨房电器Ⅱ,2012/5/25
300894.SZ,火星人,家电,厨房电器Ⅱ,2020/12/31
300911.SZ,亿田智能,家电,厨房电器Ⅱ,2020/12/3
603366.SH,日出东方,家电,厨房电器Ⅱ,2012/5/21
605336.SH,帅丰电器,家电,厨房电器Ⅱ,2020/10/19
000016.SZ,深康佳A,家电,黑色家电Ⅱ,1992/3/27
000801.SZ,四川九洲,家电,黑色家电Ⅱ,1998/5/6
002420.SZ,毅昌股份,家电,黑色家电Ⅱ,2010/6/1
002429.SZ,兆驰股份,家电,黑色家电Ⅱ,2010/6/10
002519.SZ,银河电子,家电,黑色家电Ⅱ,2010/12/7
200016.SZ,深康佳B,家电,黑色家电Ⅱ,1992/3/27
600060.SH,海信视像,家电,黑色家电Ⅱ,1997/4/22
600839.SH,四川长虹,家电,黑色家电Ⅱ,1994/3/11
688696.SH,极米科技,家电,黑色家电Ⅱ,2021/3/3
002032.SZ,苏泊尔,家电,小家电Ⅱ,2004/8/17
002242.SZ,九阳股份,家电,小家电Ⅱ,2008/5/28
002260.SZ,*ST德奥,家电,小家电Ⅱ,2008/7/16
002403.SZ,爱仕达,家电,小家电Ⅱ,2010/5/11
002473.SZ,*ST圣莱,家电,小家电Ⅱ,2010/9/10
002614.SZ,奥佳华,家电,小家电Ⅱ,2011/9/9
002615.SZ,哈尔斯,家电,小家电Ⅱ,2011/9/9
002705.SZ,新宝股份,家电,小家电Ⅱ,2014/1/21
002759.SZ,天际股份,家电,小家电Ⅱ,2015/5/28
002790.SZ,瑞尔特,家电,小家电Ⅱ,2016/3/8
002959.SZ,小熊电器,家电,小家电Ⅱ,2019/8/23
300247.SZ,融捷健康,家电,小家电Ⅱ,2011/7/29
300272.SZ,开能健康,家电,小家电Ⅱ,2011/11/2
300824.SZ,北鼎股份,家电,小家电Ⅱ,2020/6/19
603311.SH,金海高科,家电,小家电Ⅱ,2015/5/18
603355.SH,莱克电气,家电,小家电Ⅱ,2015/5/13
603551.SH,奥普家居,家电,小家电Ⅱ,2020/1/15
603579.SH,荣泰健康,家电,小家电Ⅱ,2017/1/11
603868.SH,飞科电器,家电,小家电Ⅱ,2016/4/18
000404.SZ,长虹华意,家电,照明电工及其他,1996/6/19
000541.SZ,佛山照明,家电,照明电工及其他,1993/11/23
002050.SZ,三花智控,家电,照明电工及其他,2005/6/7
002076.SZ,ST雪莱,家电,照明电工及其他,2006/10/25
002290.SZ,禾盛新材,家电,照明电工及其他,2009/9/3
002418.SZ,康盛股份,家电,照明电工及其他,2010/6/1
002676.SZ,顺威股份,家电,照明电工及其他,2012/5/25
002723.SZ,金莱特,家电,照明电工及其他,2014/1/29
002860.SZ,星帅尔,家电,照明电工及其他,2017/4/12
003028.SZ,振邦智能,家电,照明电工及其他,2020/12/28
200541.SZ,粤照明B,家电,照明电工及其他,1995/8/8
300217.SZ,东方电热,家电,照明电工及其他,2011/5/18
300279.SZ,和晶科技,家电,照明电工及其他,2011/12/29
300342.SZ,天银机电,家电,照明电工及其他,2012/7/26
300403.SZ,汉宇集团,家电,照明电工及其他,2014/10/30
300475.SZ,聚隆科技,家电,照明电工及其他,2015/6/10
300582.SZ,英飞特,家电,照明电工及其他,2016/12/28
300625.SZ,三雄极光,家电,照明电工及其他,2017/3/17
300632.SZ,光莆股份,家电,照明电工及其他,2017/4/6
300650.SZ,太龙照明,家电,照明电工及其他,2017/5/3
300916.SZ,朗特智能,家电,照明电工及其他,2020/12/2
600261.SH,阳光照明,家电,照明电工及其他,2000/7/20
600619.SH,海立股份,家电,照明电工及其他,1992/11/16
600651.SH,飞乐音响,家电,照明电工及其他,1990/12/19
603195.SH,公牛集团,家电,照明电工及其他,2020/2/6
603303.SH,得邦照明,家电,照明电工及其他,2017/3/30
603515.SH,欧普照明,家电,照明电工及其他,2016/8/19
603578.SH,三星新材,家电,照明电工及其他,2017/3/6
603657.SH,春光科技,家电,照明电工及其他,2018/7/30
603677.SH,奇精机械,家电,照明电工及其他,2017/2/6
603679.SH,华体科技,家电,照明电工及其他,2017/6/21
603685.SH,晨丰科技,家电,照明电工及其他,2017/11/27
900910.SH,海立B股,家电,照明电工及其他,1993/1/18
000012.SZ,南玻A,建材,结构材料,1992/2/28
000023.SZ,深天地A,建材,结构材料,1993/4/29
000401.SZ,冀东水泥,建材,结构材料,1996/6/14
000546.SZ,金圆股份,建材,结构材料,1993/12/15
000672.SZ,上峰水泥,建材,结构材料,1996/12/18
000789.SZ,万年青,建材,结构材料,1997/9/23
000877.SZ,天山股份,建材,结构材料,1999/1/7
000935.SZ,四川双马,建材,结构材料,1999/8/24
002163.SZ,海南发展,建材,结构材料,2007/8/23
002205.SZ,国统股份,建材,结构材料,2008/1/23
002233.SZ,塔牌集团,建材,结构材料,2008/5/16
002302.SZ,西部建设,建材,结构材料,2009/11/3
002457.SZ,青龙管业,建材,结构材料,2010/8/3
002596.SZ,海南瑞泽,建材,结构材料,2011/7/7
002613.SZ,北玻股份,建材,结构材料,2011/8/30
002671.SZ,龙泉股份,建材,结构材料,2012/4/26
002742.SZ,三圣股份,建材,结构材料,2015/2/17
003037.SZ,三和管桩,建材,结构材料,2021/2/4
200012.SZ,南玻B,建材,结构材料,1992/2/28
300093.SZ,金刚玻璃,建材,结构材料,2010/7/8
300160.SZ,秀强股份,建材,结构材料,2011/1/13
300986.SZ,志特新材,建材,结构材料,2021/4/30
600293.SH,三峡新材,建材,结构材料,2000/9/19
600425.SH,青松建化,建材,结构材料,2003/7/24
600449.SH,宁夏建材,建材,结构材料,2003/8/29
600585.SH,海螺水泥,建材,结构材料,2002/2/7
600586.SH,金晶科技,建材,结构材料,2002/8/15
600678.SH,四川金顶,建材,结构材料,1993/10/8
600720.SH,祁连山,建材,结构材料,1996/7/16
600801.SH,华新水泥,建材,结构材料,1994/1/3
600802.SH,福建水泥,建材,结构材料,1994/1/3
600819.SH,耀皮玻璃,建材,结构材料,1994/1/28
600876.SH,洛阳玻璃,建材,结构材料,1995/10/31
600883.SH,博闻科技,建材,结构材料,1995/12/8
601636.SH,旗滨集团,建材,结构材料,2011/8/12
603616.SH,韩建河山,建材,结构材料,2015/6/11
605122.SH,四方新材,建材,结构材料,2021/3/10
605158.SH,华达新材,建材,结构材料,2020/8/5
900918.SH,耀皮B股,建材,结构材料,1993/12/10
900933.SH,华新B股,建材,结构材料,1994/12/9
000055.SZ,方大集团,建材,专用材料Ⅱ,1996/4/15
000795.SZ,英洛华,建材,专用材料Ⅱ,1997/8/8
002066.SZ,瑞泰科技,建材,专用材料Ⅱ,2006/8/23
002080.SZ,中材科技,建材,专用材料Ⅱ,2006/11/20
002088.SZ,鲁阳节能,建材,专用材料Ⅱ,2006/11/30
002201.SZ,九鼎新材,建材,专用材料Ⅱ,2007/12/26
002225.SZ,濮耐股份,建材,专用材料Ⅱ,2008/4/25
002323.SZ,*ST雅博,建材,专用材料Ⅱ,2009/12/18
002392.SZ,北京利尔,建材,专用材料Ⅱ,2010/4/23
002652.SZ,扬子新材,建材,专用材料Ⅱ,2012/1/19
200055.SZ,方大B,建材,专用材料Ⅱ,1995/11/29
300021.SZ,大禹节水,建材,专用材料Ⅱ,2009/10/30
300064.SZ,*ST金刚,建材,专用材料Ⅱ,2010/3/26
300163.SZ,先锋新材,建材,专用材料Ⅱ,2011/1/13
300179.SZ,四方达,建材,专用材料Ⅱ,2011/2/15
300196.SZ,长海股份,建材,专用材料Ⅱ,2011/3/29
300198.SZ,纳川股份,建材,专用材料Ⅱ,2011/4/7
300234.SZ,开尔新材,建材,专用材料Ⅱ,2011/6/22
300344.SZ,立方数科,建材,专用材料Ⅱ,2012/8/1
300345.SZ,华民股份,建材,专用材料Ⅱ,2012/8/1
600176.SH,中国巨石,建材,专用材料Ⅱ,1999/4/22
603826.SH,坤彩科技,建材,专用材料Ⅱ,2017/4/14
605006.SH,山东玻纤,建材,专用材料Ⅱ,2020/9/3
000619.SZ,海螺型材,建材,装饰材料,1996/10/23
000786.SZ,北新建材,建材,装饰材料,1997/6/6
002043.SZ,兔宝宝,建材,装饰材料,2005/5/10
002162.SZ,悦心健康,建材,装饰材料,2007/8/23
002271.SZ,东方雨虹,建材,装饰材料,2008/9/10
002333.SZ,罗普斯金,建材,装饰材料,2010/1/12
002372.SZ,伟星新材,建材,装饰材料,2010/3/18
002641.SZ,永高股份,建材,装饰材料,2011/12/8
002718.SZ,友邦吊顶,建材,装饰材料,2014/1/28
002785.SZ,万里石,建材,装饰材料,2015/12/23
