,Code,Name,一级行业,二级行业,上市日期,行业
3429,600694.SH,大商股份,商贸零售,一般零售,1993/11/22,商贸零售
3430,600697.SH,欧亚集团,商贸零售,一般零售,1993/12/6,商贸零售
3431,600712.SH,南宁百货,商贸零售,一般零售,1996/6/26,商贸零售
3432,600723.SH,首商股份,商贸零售,一般零售,1996/7/16,商贸零售
3433,600729.SH,重庆百货,商贸零售,一般零售,1996/7/2,商贸零售
3434,600738.SH,丽尚国潮,商贸零售,一般零售,1996/8/2,商贸零售
3435,600778.SH,友好集团,商贸零售,一般零售,1996/12/3,商贸零售
3436,600785.SH,新华百货,商贸零售,一般零售,1997/1/8,商贸零售
3437,600814.SH,杭州解百,商贸零售,一般零售,1994/1/14,商贸零售
3438,600821.SH,金开新能,商贸零售,一般零售,1994/1/28,商贸零售
3439,600824.SH,益民集团,商贸零售,一般零售,1994/2/4,商贸零售
3440,600827.SH,百联股份,商贸零售,一般零售,1994/2/4,商贸零售
3441,600828.SH,茂业商业,商贸零售,一般零售,1994/2/24,商贸零售
3442,600838.SH,上海九百,商贸零售,一般零售,1994/2/24,商贸零售
3443,600858.SH,银座股份,商贸零售,一般零售,1994/5/6,商贸零售
3444,600859.SH,王府井,商贸零售,一般零售,1994/5/6,商贸零售
3445,600861.SH,北京城乡,商贸零售,一般零售,1994/5/20,商贸零售
3446,600865.SH,百大集团,商贸零售,一般零售,1994/8/9,商贸零售
3447,601010.SH,文峰股份,商贸零售,一般零售,2011/6/3,商贸零售
3448,601086.SH,国芳集团,商贸零售,一般零售,2017/9/29,商贸零售
3449,601116.SH,三江购物,商贸零售,一般零售,2011/3/2,商贸零售
3450,601366.SH,利群股份,商贸零售,一般零售,2017/4/12,商贸零售
3451,601933.SH,永辉超市,商贸零售,一般零售,2010/12/15,商贸零售
3452,603031.SH,安德利,商贸零售,一般零售,2016/8/22,商贸零售
3453,603101.SH,汇嘉时代,商贸零售,一般零售,2016/5/6,商贸零售
3454,603123.SH,翠微股份,商贸零售,一般零售,2012/5/3,商贸零售
3455,603708.SH,家家悦,商贸零售,一般零售,2016/12/13,商贸零售
3456,605188.SH,国光连锁,商贸零售,一般零售,2020/7/28,商贸零售
3457,900923.SH,百联B股,商贸零售,一般零售,1994/1/5,商贸零售
3458,000785.SZ,居然之家,商贸零售,专业市场经营Ⅱ,1997/7/11,商贸零售
3459,000861.SZ,海印股份,商贸零售,专业市场经营Ⅱ,1998/10/28,商贸零售
3460,002344.SZ,海宁皮城,商贸零售,专业市场经营Ⅱ,2010/1/26,商贸零售
3461,002818.SZ,富森美,商贸零售,专业市场经营Ⅱ,2016/11/9,商贸零售
3462,600113.SH,浙江东日,商贸零售,专业市场经营Ⅱ,1997/10/21,商贸零售
3463,600415.SH,小商品城,商贸零售,专业市场经营Ⅱ,2002/5/9,商贸零售
3464,600774.SH,汉商集团,商贸零售,专业市场经营Ⅱ,1996/11/8,商贸零售
3465,600790.SH,轻纺城,商贸零售,专业市场经营Ⅱ,1997/2/28,商贸零售
3466,601828.SH,美凯龙,商贸零售,专业市场经营Ⅱ,2018/1/17,商贸零售
3467,000026.SZ,飞亚达,商贸零售,专营连锁,1993/6/3,商贸零售
3468,000587.SZ,*ST金洲,商贸零售,专营连锁,1996/4/25,商贸零售
3469,000829.SZ,天音控股,商贸零售,专营连锁,1997/12/2,商贸零售
3470,002345.SZ,潮宏基,商贸零售,专营连锁,2010/1/28,商贸零售
3471,002356.SZ,*ST赫美,商贸零售,专营连锁,2010/2/9,商贸零售
3472,002416.SZ,爱施德,商贸零售,专营连锁,2010/5/28,商贸零售
3473,002574.SZ,明牌珠宝,商贸零售,专营连锁,2011/4/22,商贸零售
3474,002721.SZ,金一文化,商贸零售,专营连锁,2014/1/27,商贸零售
3475,002731.SZ,萃华珠宝,商贸零售,专营连锁,2014/11/4,商贸零售
3476,002740.SZ,爱迪尔,商贸零售,专营连锁,2015/1/22,商贸零售
3477,002867.SZ,周大生,商贸零售,专营连锁,2017/4/27,商贸零售
3478,200026.SZ,飞亚达B,商贸零售,专营连锁,1993/6/3,商贸零售
3479,300755.SZ,华致酒行,商贸零售,专营连锁,2019/1/29,商贸零售
3480,300945.SZ,曼卡龙,商贸零售,专营连锁,2021/2/10,商贸零售
3481,600122.SH,ST宏图,商贸零售,专营连锁,1998/4/20,商贸零售
3482,600612.SH,老凤祥,商贸零售,专营连锁,1992/8/14,商贸零售
3483,600655.SH,豫园股份,商贸零售,专营连锁,1992/9/2,商贸零售
3484,600916.SH,中国黄金,商贸零售,专营连锁,2021/2/5,商贸零售
3485,603214.SH,爱婴室,商贸零售,专营连锁,2018/3/30,商贸零售
3486,603900.SH,莱绅通灵,商贸零售,专营连锁,2016/11/23,商贸零售
3487,605266.SH,健之佳,商贸零售,专营连锁,2020/12/1,商贸零售
3488,900905.SH,老凤祥B,商贸零售,专营连锁,1992/7/28,商贸零售
3489,000059.SZ,华锦股份,石油石化,石油化工,1997/1/30,石油化工
3490,000096.SZ,广聚能源,石油石化,石油化工,2000/7/24,石油化工
3491,000159.SZ,国际实业,石油石化,石油化工,2000/9/26,石油化工
3492,000301.SZ,东方盛虹,石油石化,石油化工,2000/5/29,石油化工
3493,000554.SZ,泰山石油,石油石化,石油化工,1993/12/15,石油化工
3494,000637.SZ,茂化实华,石油石化,石油化工,1996/11/14,石油化工
3495,000698.SZ,沈阳化工,石油石化,石油化工,1997/2/20,石油化工
3496,000703.SZ,恒逸石化,石油石化,石油化工,1997/3/28,石油化工
3497,000819.SZ,岳阳兴长,石油石化,石油化工,1997/6/25,石油化工
3498,000985.SZ,大庆华科,石油石化,石油化工,2000/7/26,石油化工
3499,002206.SZ,海利得,石油石化,石油化工,2008/1/23,石油化工
3500,002221.SZ,东华能源,石油石化,石油化工,2008/3/6,石油化工
3501,002254.SZ,泰和新材,石油石化,石油化工,2008/6/25,石油化工
3502,002408.SZ,齐翔腾达,石油石化,石油化工,2010/5/18,石油化工
3503,002476.SZ,宝莫股份,石油石化,石油化工,2010/9/15,石油化工
3504,002493.SZ,荣盛石化,石油石化,石油化工,2010/11/2,石油化工
3505,002778.SZ,中晟高科,石油石化,石油化工,2016/1/6,石油化工
3506,002986.SZ,宇新股份,石油石化,石油化工,2020/6/2,石油化工
3507,300135.SZ,宝利国际,石油石化,石油化工,2010/10/26,石油化工
3508,300839.SZ,博汇股份,石油石化,石油化工,2020/6/30,石油化工
3509,300876.SZ,蒙泰高新,石油石化,石油化工,2020/8/24,石油化工
3510,600028.SH,中国石化,石油石化,石油化工,2001/8/8,石油化工
3511,600346.SH,恒力石化,石油石化,石油化工,2001/8/20,石油化工
3512,600387.SH,ST海越,石油石化,石油化工,2004/2/18,石油化工
3513,600688.SH,上海石化,石油石化,石油化工,1993/11/8,石油化工
3514,600800.SH,渤海化学,石油石化,石油化工,1993/12/6,石油化工
3515,600856.SH,ST中天,石油石化,石油化工,1994/4/25,石油化工
3516,601233.SH,桐昆股份,石油石化,石油化工,2011/5/18,石油化工
3517,603225.SH,新凤鸣,石油石化,石油化工,2017/4/18,石油化工
3518,603353.SH,和顺石油,石油石化,石油化工,2020/4/7,石油化工
3519,603798.SH,康普顿,石油石化,石油化工,2016/4/6,石油化工
3536,000568.SZ,泸州老窖,食品饮料,酒类,1994/5/9,酒类
3537,000596.SZ,古井贡酒,食品饮料,酒类,1996/9/27,酒类
3538,000729.SZ,燕京啤酒,食品饮料,酒类,1997/7/16,酒类
3539,000752.SZ,*ST西发,食品饮料,酒类,1997/6/25,酒类
3540,000799.SZ,酒鬼酒,食品饮料,酒类,1997/7/18,酒类
3541,000858.SZ,五粮液,食品饮料,酒类,1998/4/27,酒类
3542,000860.SZ,顺鑫农业,食品饮料,酒类,1998/11/4,酒类
3543,000869.SZ,张裕A,食品饮料,酒类,2000/10/26,酒类
3544,000929.SZ,兰州黄河,食品饮料,酒类,1999/6/23,酒类
3545,000995.SZ,皇台酒业,食品饮料,酒类,2000/8/7,酒类
3546,002304.SZ,洋河股份,食品饮料,酒类,2009/11/6,酒类
3547,002461.SZ,珠江啤酒,食品饮料,酒类,2010/8/18,酒类
3548,002568.SZ,百润股份,食品饮料,酒类,2011/3/25,酒类
3549,002646.SZ,青青稞酒,食品饮料,酒类,2011/12/22,酒类
3550,200596.SZ,古井贡B,食品饮料,酒类,1996/6/12,酒类
3551,200869.SZ,张裕B,食品饮料,酒类,1997/9/23,酒类
3552,600059.SH,古越龙山,食品饮料,酒类,1997/5/16,酒类
3553,600084.SH,*ST中葡,食品饮料,酒类,1997/7/11,酒类
3554,600132.SH,重庆啤酒,食品饮料,酒类,1997/10/30,酒类
3555,600197.SH,伊力特,食品饮料,酒类,1999/9/16,酒类
3556,600199.SH,金种子酒,食品饮料,酒类,1998/8/12,酒类
3557,600238.SH,海南椰岛,食品饮料,酒类,2000/1/20,酒类
3558,600365.SH,ST通葡,食品饮料,酒类,2001/1/15,酒类
3559,600519.SH,贵州茅台,食品饮料,酒类,2001/8/27,酒类
3560,600543.SH,莫高股份,食品饮料,酒类,2004/3/24,酒类
3561,600559.SH,老白干酒,食品饮料,酒类,2002/10/29,酒类
3562,600573.SH,惠泉啤酒,食品饮料,酒类,2003/2/26,酒类
3563,600600.SH,青岛啤酒,食品饮料,酒类,1993/8/27,酒类
3564,600616.SH,金枫酒业,食品饮料,酒类,1992/9/29,酒类
3565,600702.SH,舍得酒业,食品饮料,酒类,1996/5/24,酒类
3566,600779.SH,水井坊,食品饮料,酒类,1996/12/6,酒类
3567,600809.SH,山西汾酒,食品饮料,酒类,1994/1/6,酒类
3568,601579.SH,会稽山,食品饮料,酒类,2014/8/25,酒类
3569,603198.SH,迎驾贡酒,食品饮料,酒类,2015/5/28,酒类
3570,603369.SH,今世缘,食品饮料,酒类,2014/7/3,酒类
3571,603589.SH,口子窖,食品饮料,酒类,2015/6/29,酒类
3572,603779.SH,威龙股份,食品饮料,酒类,2016/5/16,酒类
3573,603919.SH,金徽酒,食品饮料,酒类,2016/3/10,酒类
3574,000576.SZ,甘化科工,食品饮料,食品,1994/9/7,食品
3575,000639.SZ,西王食品,食品饮料,食品,1996/11/26,食品
3576,000716.SZ,黑芝麻,食品饮料,食品,1997/4/18,食品
3577,000895.SZ,双汇发展,食品饮料,食品,1998/12/10,食品
3578,002216.SZ,三全食品,食品饮料,食品,2008/2/20,食品
3579,002330.SZ,得利斯,食品饮料,食品,2010/1/6,食品
3580,002481.SZ,双塔食品,食品饮料,食品,2010/9/21,食品
3581,002495.SZ,佳隆股份,食品饮料,食品,2010/11/2,食品
3582,002507.SZ,涪陵榨菜,食品饮料,食品,2010/11/23,食品
3583,002515.SZ,金字火腿,食品饮料,食品,2010/12/3,食品
3584,002557.SZ,洽洽食品,食品饮料,食品,2011/3/2,食品
3585,002582.SZ,好想你,食品饮料,食品,2011/5/20,食品
3586,002626.SZ,金达威,食品饮料,食品,2011/10/28,食品
3587,002650.SZ,加加食品,食品饮料,食品,2012/1/6,食品
3588,002661.SZ,克明食品,食品饮料,食品,2012/3/16,食品
3589,002695.SZ,煌上煌,食品饮料,食品,2012/9/5,食品
3590,002696.SZ,百洋股份,食品饮料,食品,2012/9/5,食品
3591,002702.SZ,海欣食品,食品饮料,食品,2012/10/11,食品
3592,002726.SZ,龙大肉食,食品饮料,食品,2014/6/26,食品
3593,002820.SZ,桂发祥,食品饮料,食品,2016/11/18,食品
3594,002840.SZ,华统股份,食品饮料,食品,2017/1/10,食品
3595,002847.SZ,盐津铺子,食品饮料,食品,2017/2/8,食品
3596,002956.SZ,西麦食品,食品饮料,食品,2019/6/19,食品
3597,002991.SZ,甘源食品,食品饮料,食品,2020/7/31,食品
3598,003000.SZ,劲仔食品,食品饮料,食品,2020/9/14,食品
3599,003030.SZ,祖名股份,食品饮料,食品,2021/1/6,食品
3600,300138.SZ,晨光生物,食品饮料,食品,2010/11/5,食品
3601,300146.SZ,汤臣倍健,食品饮料,食品,2010/12/15,食品
3602,300741.SZ,华宝股份,食品饮料,食品,2018/3/1,食品
3603,300783.SZ,三只松鼠,食品饮料,食品,2019/7/12,食品
3604,300791.SZ,仙乐健康,食品饮料,食品,2019/9/25,食品
3605,300858.SZ,科拓生物,食品饮料,食品,2020/7/27,食品
3606,300892.SZ,品渥食品,食品饮料,食品,2020/9/24,食品
3607,300908.SZ,仲景食品,食品饮料,食品,2020/11/23,食品
3608,300915.SZ,海融科技,食品饮料,食品,2020/12/2,食品
3609,300973.SZ,立高食品,食品饮料,食品,2021/4/15,食品
3610,300997.SZ,欢乐家,食品饮料,食品,2021/6/2,食品
3611,600073.SH,上海梅林,食品饮料,食品,1997/7/4,食品
3612,600186.SH,莲花健康,食品饮料,食品,1998/8/25,食品
3613,600298.SH,安琪酵母,食品饮料,食品,2000/8/18,食品
3614,600305.SH,恒顺醋业,食品饮料,食品,2001/2/6,食品
3615,600381.SH,青海春天,食品饮料,食品,2001/5/8,食品
3616,600872.SH,中炬高新,食品饮料,食品,1995/1/24,食品
3617,603020.SH,爱普股份,食品饮料,食品,2015/3/25,食品
3618,603027.SH,千禾味业,食品饮料,食品,2016/3/7,食品
3619,603288.SH,海天味业,食品饮料,食品,2014/2/11,食品
3620,603317.SH,天味食品,食品饮料,食品,2019/4/16,食品
3621,603345.SH,安井食品,食品饮料,食品,2017/2/22,食品
3622,603517.SH,绝味食品,食品饮料,食品,2017/3/17,食品
3623,603536.SH,惠发食品,食品饮料,食品,2017/6/13,食品
3624,603696.SH,安记食品,食品饮料,食品,2015/12/9,食品
3625,603697.SH,有友食品,食品饮料,食品,2019/5/8,食品
3626,603719.SH,良品铺子,食品饮料,食品,2020/2/24,食品
3627,603755.SH,日辰股份,食品饮料,食品,2019/8/28,食品
3628,603777.SH,来伊份,食品饮料,食品,2016/10/12,食品
3629,603866.SH,桃李面包,食品饮料,食品,2015/12/22,食品
3630,603886.SH,元祖股份,食品饮料,食品,2016/12/28,食品
3631,605089.SH,味知香,食品饮料,食品,2021/4/27,食品
3632,605300.SH,佳禾食品,食品饮料,食品,2021/4/30,食品
3633,605338.SH,巴比食品,食品饮料,食品,2020/10/12,食品
3634,605339.SH,南侨食品,食品饮料,食品,2021/5/18,食品
3635,688089.SH,嘉必优,食品饮料,食品,2019/12/19,食品
3661,000032.SZ,深桑达A,通信,通信设备制造,1993/10/28,通信设备制造
3662,000063.SZ,中兴通讯,通信,通信设备制造,1997/11/18,通信设备制造
3663,000070.SZ,特发信息,通信,通信设备制造,2000/5/11,通信设备制造
3664,000586.SZ,汇源通信,通信,通信设备制造,1995/12/20,通信设备制造
3665,000810.SZ,创维数字,通信,通信设备制造,1998/6/2,通信设备制造
3666,000836.SZ,富通信息,通信,通信设备制造,1997/9/29,通信设备制造
3667,000851.SZ,高鸿股份,通信,通信设备制造,1998/6/9,通信设备制造
3668,001208.SZ,华菱线缆,通信,通信设备制造,2021/6/24,通信设备制造
3669,002017.SZ,东信和平,通信,通信设备制造,2004/7/13,通信设备制造
3670,002089.SZ,ST新海,通信,通信设备制造,2006/11/30,通信设备制造
3671,002104.SZ,恒宝股份,通信,通信设备制造,2007/1/10,通信设备制造
3672,002161.SZ,远望谷,通信,通信设备制造,2007/8/21,通信设备制造
3673,002194.SZ,武汉凡谷,通信,通信设备制造,2007/12/7,通信设备制造
3674,002281.SZ,光迅科技,通信,通信设备制造,2009/8/21,通信设备制造
3675,002296.SZ,辉煌科技,通信,通信设备制造,2009/9/29,通信设备制造
3676,002313.SZ,日海智能,通信,通信设备制造,2009/12/3,通信设备制造
3677,002383.SZ,合众思壮,通信,通信设备制造,2010/4/2,通信设备制造
3678,002396.SZ,星网锐捷,通信,通信设备制造,2010/6/23,通信设备制造
3679,002446.SZ,盛路通信,通信,通信设备制造,2010/7/13,通信设备制造
3680,002491.SZ,通鼎互联,通信,通信设备制造,2010/10/21,通信设备制造
3681,002547.SZ,春兴精工,通信,通信设备制造,2011/2/18,通信设备制造
3682,002583.SZ,海能达,通信,通信设备制造,2011/5/27,通信设备制造
3683,002792.SZ,通宇通讯,通信,通信设备制造,2016/3/28,通信设备制造
3684,002813.SZ,路畅科技,通信,通信设备制造,2016/10/12,通信设备制造
3685,002848.SZ,高斯贝尔,通信,通信设备制造,2017/2/13,通信设备制造
3686,002897.SZ,意华股份,通信,通信设备制造,2017/9/7,通信设备制造
3687,002908.SZ,德生科技,通信,通信设备制造,2017/10/20,通信设备制造
3688,300134.SZ,大富科技,通信,通信设备制造,2010/10/26,通信设备制造
3689,300136.SZ,信维通信,通信,通信设备制造,2010/11/5,通信设备制造
3690,300183.SZ,东软载波,通信,通信设备制造,2011/2/22,通信设备制造
3691,300205.SZ,天喻信息,通信,通信设备制造,2011/4/21,通信设备制造
3692,300211.SZ,亿通科技,通信,通信设备制造,2011/5/5,通信设备制造
3693,300213.SZ,佳讯飞鸿,通信,通信设备制造,2011/5/5,通信设备制造
3694,300264.SZ,佳创视讯,通信,通信设备制造,2011/9/16,通信设备制造
3695,300308.SZ,中际旭创,通信,通信设备制造,2012/4/10,通信设备制造
3696,300312.SZ,*ST邦讯,通信,通信设备制造,2012/5/8,通信设备制造
3697,300322.SZ,硕贝德,通信,通信设备制造,2012/6/8,通信设备制造
3698,300353.SZ,东土科技,通信,通信设备制造,2012/9/27,通信设备制造
3699,300394.SZ,天孚通信,通信,通信设备制造,2015/2/17,通信设备制造
3700,300414.SZ,中光防雷,通信,通信设备制造,2015/5/13,通信设备制造
3701,300502.SZ,新易盛,通信,通信设备制造,2016/3/3,通信设备制造
3702,300504.SZ,天邑股份,通信,通信设备制造,2018/3/30,通信设备制造
3703,300548.SZ,博创科技,通信,通信设备制造,2016/10/12,通信设备制造
3704,300555.SZ,路通视信,通信,通信设备制造,2016/10/18,通信设备制造
3705,300563.SZ,神宇股份,通信,通信设备制造,2016/11/14,通信设备制造
3706,300565.SZ,科信技术,通信,通信设备制造,2016/11/22,通信设备制造
3707,300570.SZ,太辰光,通信,通信设备制造,2016/12/6,通信设备制造
3708,300590.SZ,移为通信,通信,通信设备制造,2017/1/11,通信设备制造
3709,300615.SZ,欣天科技,通信,通信设备制造,2017/2/15,通信设备制造
3710,300620.SZ,光库科技,通信,通信设备制造,2017/3/10,通信设备制造
3711,300627.SZ,华测导航,通信,通信设备制造,2017/3/21,通信设备制造
3712,300628.SZ,亿联网络,通信,通信设备制造,2017/3/17,通信设备制造
3713,300638.SZ,广和通,通信,通信设备制造,2017/4/13,通信设备制造
3714,300689.SZ,澄天伟业,通信,通信设备制造,2017/8/9,通信设备制造
3715,300698.SZ,万马科技,通信,通信设备制造,2017/8/31,通信设备制造
3716,300710.SZ,万隆光电,通信,通信设备制造,2017/10/19,通信设备制造
3717,300711.SZ,广哈通信,通信,通信设备制造,2017/11/1,通信设备制造
3718,300731.SZ,科创新源,通信,通信设备制造,2017/12/8,通信设备制造
3719,300735.SZ,光弘科技,通信,通信设备制造,2017/12/29,通信设备制造
3720,300736.SZ,百邦科技,通信,通信设备制造,2018/1/9,通信设备制造
3721,600105.SH,永鼎股份,通信,通信设备制造,1997/9/29,通信设备制造
3722,600130.SH,波导股份,通信,通信设备制造,2000/7/6,通信设备制造
3723,600198.SH,*ST大唐,通信,通信设备制造,1998/10/21,通信设备制造
3724,600260.SH,凯乐科技,通信,通信设备制造,2000/7/6,通信设备制造
3725,600289.SH,ST信通,通信,通信设备制造,2000/7/20,通信设备制造
3726,600345.SH,长江通信,通信,通信设备制造,2000/12/22,通信设备制造
3727,600355.SH,精伦电子,通信,通信设备制造,2002/6/13,通信设备制造
3728,600462.SH,ST九有,通信,通信设备制造,2003/9/3,通信设备制造
3729,600487.SH,亨通光电,通信,通信设备制造,2003/8/22,通信设备制造
3730,600498.SH,烽火通信,通信,通信设备制造,2001/8/23,通信设备制造
3731,600522.SH,中天科技,通信,通信设备制造,2002/10/24,通信设备制造
3732,600745.SH,闻泰科技,通信,通信设备制造,1996/8/28,通信设备制造
3733,600775.SH,南京熊猫,通信,通信设备制造,1996/11/18,通信设备制造
3734,600776.SH,东方通信,通信,通信设备制造,1996/11/26,通信设备制造
3735,600898.SH,ST美讯,通信,通信设备制造,1996/4/18,通信设备制造
3736,601138.SH,工业富联,通信,通信设备制造,2018/6/8,通信设备制造
3737,601869.SH,长飞光纤,通信,通信设备制造,2018/7/20,通信设备制造
3738,603042.SH,华脉科技,通信,通信设备制造,2017/6/2,通信设备制造
3739,603083.SH,剑桥科技,通信,通信设备制造,2017/11/10,通信设备制造
3740,603118.SH,共进股份,通信,通信设备制造,2015/2/25,通信设备制造
3741,603236.SH,移远通信,通信,通信设备制造,2019/7/16,通信设备制造
3742,603421.SH,鼎信通讯,通信,通信设备制造,2016/10/11,通信设备制造
3743,603803.SH,瑞斯康达,通信,通信设备制造,2017/4/20,通信设备制造
3744,688027.SH,国盾量子,通信,通信设备制造,2020/7/9,通信设备制造
3745,688080.SH,映翰通,通信,通信设备制造,2020/2/12,通信设备制造
3746,688159.SH,有方科技,通信,通信设备制造,2020/1/23,通信设备制造
3747,688311.SH,盟升电子,通信,通信设备制造,2020/7/31,通信设备制造
3748,688313.SH,仕佳光子,通信,通信设备制造,2020/8/12,通信设备制造
3749,688418.SH,震有科技,通信,通信设备制造,2020/7/22,通信设备制造
3750,688609.SH,九联科技,通信,通信设备制造,2021/3/23,通信设备制造
3751,688618.SH,三旺通信,通信,通信设备制造,2020/12/30,通信设备制造
3752,900941.SH,东信B股,通信,通信设备制造,1996/8/9,通信设备制造
3808,000430.SZ,张家界,消费者服务,旅游及休闲,1996/8/29,旅游及休闲
3809,000524.SZ,岭南控股,消费者服务,旅游及休闲,1993/11/18,旅游及休闲
3810,000610.SZ,西安旅游,消费者服务,旅游及休闲,1996/9/26,旅游及休闲
3811,000796.SZ,凯撒旅业,消费者服务,旅游及休闲,1997/7/3,旅游及休闲
3812,000888.SZ,峨眉山A,消费者服务,旅游及休闲,1997/10/21,旅游及休闲
3813,000978.SZ,桂林旅游,消费者服务,旅游及休闲,2000/5/18,旅游及休闲
3814,002033.SZ,丽江股份,消费者服务,旅游及休闲,2004/8/25,旅游及休闲
3815,002059.SZ,云南旅游,消费者服务,旅游及休闲,2006/8/10,旅游及休闲
3816,002159.SZ,三特索道,消费者服务,旅游及休闲,2007/8/17,旅游及休闲
3817,002707.SZ,众信旅游,消费者服务,旅游及休闲,2014/1/23,旅游及休闲
3818,300144.SZ,宋城演艺,消费者服务,旅游及休闲,2010/12/9,旅游及休闲
3819,300178.SZ,*ST腾邦,消费者服务,旅游及休闲,2011/2/15,旅游及休闲
3820,300859.SZ,*ST西域,消费者服务,旅游及休闲,2020/8/6,旅游及休闲
3821,600054.SH,黄山旅游,消费者服务,旅游及休闲,1997/5/6,旅游及休闲
3822,600138.SH,中青旅,消费者服务,旅游及休闲,1997/12/3,旅游及休闲
3823,600358.SH,国旅联合,消费者服务,旅游及休闲,2000/9/22,旅游及休闲
3824,600593.SH,*ST圣亚,消费者服务,旅游及休闲,2002/7/11,旅游及休闲
3825,600706.SH,曲江文旅,消费者服务,旅游及休闲,1996/5/16,旅游及休闲
3826,600749.SH,西藏旅游,消费者服务,旅游及休闲,1996/10/15,旅游及休闲
3827,601888.SH,中国中免,消费者服务,旅游及休闲,2009/10/15,旅游及休闲
3828,603099.SH,长白山,消费者服务,旅游及休闲,2014/8/22,旅游及休闲
3829,603136.SH,天目湖,消费者服务,旅游及休闲,2017/9/27,旅游及休闲
3830,603199.SH,九华旅游,消费者服务,旅游及休闲,2015/3/26,旅游及休闲
3831,900942.SH,黄山B股,消费者服务,旅游及休闲,1996/11/22,旅游及休闲
3836,000004.SZ,国华网安,医药,化学制药,1991/1/14,化学制药
3837,000153.SZ,丰原药业,医药,化学制药,2000/9/20,化学制药
3838,000513.SZ,丽珠集团,医药,化学制药,1993/10/28,化学制药
3839,000566.SZ,海南海药,医药,化学制药,1994/5/25,化学制药
3840,000597.SZ,东北制药,医药,化学制药,1996/5/23,化学制药
3841,000739.SZ,普洛药业,医药,化学制药,1997/5/9,化学制药
3842,000756.SZ,新华制药,医药,化学制药,1997/8/6,化学制药
3843,000788.SZ,北大医药,医药,化学制药,1997/6/16,化学制药
3844,000908.SZ,景峰医药,医药,化学制药,1999/2/3,化学制药
3845,000915.SZ,华特达因,医药,化学制药,1999/6/9,化学制药
3846,000952.SZ,广济药业,医药,化学制药,1999/11/12,化学制药
3847,002001.SZ,新和成,医药,化学制药,2004/6/25,化学制药
3848,002019.SZ,亿帆医药,医药,化学制药,2004/7/13,化学制药
3849,002020.SZ,京新药业,医药,化学制药,2004/7/15,化学制药
3850,002099.SZ,海翔药业,医药,化学制药,2006/12/26,化学制药
3851,002262.SZ,恩华药业,医药,化学制药,2008/7/23,化学制药
3852,002294.SZ,信立泰,医药,化学制药,2009/9/10,化学制药
3853,002332.SZ,仙琚制药,医药,化学制药,2010/1/12,化学制药
3854,002365.SZ,永安药业,医药,化学制药,2010/3/5,化学制药
3855,002370.SZ,亚太药业,医药,化学制药,2010/3/16,化学制药
3856,002393.SZ,力生制药,医药,化学制药,2010/4/23,化学制药
3857,002399.SZ,海普瑞,医药,化学制药,2010/5/6,化学制药
3858,002422.SZ,科伦药业,医药,化学制药,2010/6/3,化学制药
3859,002435.SZ,长江健康,医药,化学制药,2010/6/18,化学制药
3860,002437.SZ,誉衡药业,医药,化学制药,2010/6/23,化学制药
3861,002653.SZ,海思科,医药,化学制药,2012/1/17,化学制药
3862,002675.SZ,东诚药业,医药,化学制药,2012/5/25,化学制药
3863,002693.SZ,双成药业,医药,化学制药,2012/8/8,化学制药
3864,002728.SZ,特一药业,医药,化学制药,2014/7/31,化学制药
3865,002755.SZ,奥赛康,医药,化学制药,2015/5/15,化学制药
3866,002793.SZ,罗欣药业,医药,化学制药,2016/4/15,化学制药
3867,002821.SZ,凯莱英,医药,化学制药,2016/11/18,化学制药
3868,002898.SZ,赛隆药业,医药,化学制药,2017/9/12,化学制药
3869,002900.SZ,哈三联,医药,化学制药,2017/9/22,化学制药
3870,002923.SZ,润都股份,医药,化学制药,2018/1/5,化学制药
3871,002940.SZ,昂利康,医药,化学制药,2018/10/23,化学制药
3872,300006.SZ,莱美药业,医药,化学制药,2009/10/30,化学制药
3873,300016.SZ,北陆药业,医药,化学制药,2009/10/30,化学制药
3874,300086.SZ,康芝药业,医药,化学制药,2010/5/26,化学制药
3875,300109.SZ,新开源,医药,化学制药,2010/8/25,化学制药
3876,300110.SZ,华仁药业,医药,化学制药,2010/8/25,化学制药
3877,300194.SZ,福安药业,医药,化学制药,2011/3/22,化学制药
3878,300199.SZ,翰宇药业,医药,化学制药,2011/4/7,化学制药
3879,300233.SZ,金城医药,医药,化学制药,2011/6/22,化学制药
3880,300254.SZ,仟源医药,医药,化学制药,2011/8/19,化学制药
3881,300267.SZ,尔康制药,医药,化学制药,2011/9/27,化学制药
3882,300289.SZ,利德曼,医药,化学制药,2012/2/16,化学制药
3883,300318.SZ,博晖创新,医药,化学制药,2012/5/23,化学制药
3884,300363.SZ,博腾股份,医药,化学制药,2014/1/29,化学制药
3885,300401.SZ,花园生物,医药,化学制药,2014/10/9,化学制药
3886,300406.SZ,九强生物,医药,化学制药,2014/10/30,化学制药
3887,300434.SZ,金石亚药,医药,化学制药,2015/4/24,化学制药
3888,300436.SZ,广生堂,医药,化学制药,2015/4/22,化学制药
3889,300452.SZ,山河药辅,医药,化学制药,2015/5/15,化学制药
3890,300463.SZ,迈克生物,医药,化学制药,2015/5/28,化学制药
3891,300497.SZ,富祥药业,医药,化学制药,2015/12/22,化学制药
3892,300519.SZ,新光药业,医药,化学制药,2016/6/24,化学制药
3893,300558.SZ,贝达药业,医药,化学制药,2016/11/7,化学制药
3894,300584.SZ,海辰药业,医药,化学制药,2017/1/12,化学制药
